policy_coverage_id,policy_id,coverage_code,coverage_name,coverage_status,limit_amount,deductible_amount,effective_date,expiration_date
COV001191,POL001291,BI,Bodily Injury,active,418396.2,1943.25,2024-04-26,2025-04-26
COV001192,POL001292,PD,Property Damage,active,68260.76,1506.48,2026-04-19,2027-04-19
COV001193,POL001293,COLL,Collision,active,225978.76,2208.8,2025-02-03,2026-02-03
COV001194,POL001294,MED,Medical Payments,active,204634.58,3992.11,2024-03-10,2025-03-10
COV001195,POL001295,MED,Medical Payments,active,277561.42,3862.23,2025-10-11,2026-10-11
COV001196,POL001296,COLL,Collision,active,162582.14,1207.73,2024-10-06,2025-10-06
COV001197,POL001297,MED,Medical Payments,active,119728.69,1328.46,2026-03-17,2027-03-17
COV001198,POL001298,BI,Bodily Injury,active,46709.79,2335.07,2025-04-15,2026-04-15
COV001199,POL001299,COMP,Comprehensive,active,233019.77,369.37,2025-02-14,2026-02-14
COV001200,POL001300,PD,Property Damage,active,65960.14,2480.85,2025-08-06,2026-08-06
COV001201,POL001301,COLL,Collision,active,115547.75,1995.5,2025-03-03,2026-03-03
COV001202,POL001302,PD,Property Damage,active,299503.14,1502.8,2024-06-22,2025-06-22
COV001203,POL001303,COMP,Comprehensive,active,454280.95,679.87,2024-01-05,2025-01-04
COV001204,POL001304,COLL,Collision,active,400635.66,2004.46,2026-07-13,2027-07-13
COV001205,POL001305,MED,Medical Payments,active,279551.01,315.81,2026-01-24,2027-01-24
COV001206,POL001306,COLL,Collision,active,382959.53,521.28,2023-03-16,2024-03-15
COV001207,POL001307,MED,Medical Payments,active,427181.97,1186.97,2024-09-18,2025-09-18
COV001208,POL001308,PD,Property Damage,active,453534.78,591.23,2025-03-10,2026-03-10
COV001209,POL001309,BI,Bodily Injury,active,478308.34,2769.92,2023-11-20,2024-11-19
COV001210,POL001310,COMP,Comprehensive,active,186797.83,4682.87,2024-08-19,2025-08-19
COV001211,POL001311,COLL,Collision,active,261831.17,3661.35,2024-07-16,2025-07-16
COV001212,POL001312,BI,Bodily Injury,active,160945.14,1930.53,2026-05-06,2027-05-06
COV001213,POL001313,MED,Medical Payments,active,243292.89,4144.98,2026-02-14,2027-02-14
COV001214,POL001314,BI,Bodily Injury,active,497233.32,3990.55,2024-12-14,2025-12-14
COV001215,POL001315,MED,Medical Payments,active,34178.64,2918.54,2026-08-18,2027-08-18
COV001216,POL001316,BI,Bodily Injury,active,116018.18,723.79,2024-04-28,2025-04-28
COV001217,POL001317,BI,Bodily Injury,active,211146.5,2809.39,2025-01-09,2026-01-09
COV001218,POL001318,BI,Bodily Injury,active,41715.52,292.23,2025-02-23,2026-02-23
COV001219,POL001319,PD,Property Damage,active,50482.79,2014.53,2024-11-03,2025-11-03
COV001220,POL001320,COMP,Comprehensive,active,382421.61,3453.41,2024-09-18,2025-09-18
COV001221,POL001321,PD,Property Damage,active,435874.52,2382.47,2024-07-22,2025-07-22
COV001222,POL001322,MED,Medical Payments,active,35406.46,4081.08,2026-04-19,2027-04-19
COV001223,POL001323,COMP,Comprehensive,active,219062.37,427.88,2025-03-03,2026-03-03
COV001224,POL001324,MED,Medical Payments,active,218725.99,3985.18,2025-03-11,2026-03-11
COV001225,POL001325,COMP,Comprehensive,active,65641.49,4805.14,2024-04-20,2025-04-20
COV001226,POL001326,PD,Property Damage,active,437755.41,1731.11,2024-05-05,2025-05-05
COV001227,POL001327,BI,Bodily Injury,active,409747.29,1492.44,2024-07-30,2025-07-30
COV001228,POL001328,COLL,Collision,active,158750.74,3196.89,2025-07-16,2026-07-16
COV001229,POL001329,COMP,Comprehensive,active,260398.64,1040.08,2025-04-23,2026-04-23
COV001230,POL001330,PD,Property Damage,active,339741.25,549.46,2024-07-21,2025-07-21
COV001231,POL001331,MED,Medical Payments,active,118937.04,1782.19,2024-05-18,2025-05-18
COV001232,POL001332,COLL,Collision,active,359538.3,4469.16,2026-01-23,2027-01-23
COV001233,POL001333,COMP,Comprehensive,active,118289.61,3128.85,2025-04-27,2026-04-27
COV001234,POL001334,PD,Property Damage,active,180426.16,848.68,2026-08-17,2027-08-17
COV001235,POL001335,COMP,Comprehensive,active,78461.91,1897.53,2025-08-19,2026-08-19
COV001236,POL001336,COLL,Collision,active,454242.98,2886.03,2026-07-09,2027-07-09
COV001237,POL001337,PD,Property Damage,active,72105.53,3339.14,2025-09-06,2026-09-06
COV001238,POL001338,PD,Property Damage,active,244875.01,2055.06,2023-07-08,2024-07-07
COV001239,POL001339,MED,Medical Payments,active,331515.35,2208.84,2024-01-07,2025-01-06
COV001240,POL001340,COLL,Collision,active,368252.46,2951.99,2025-04-06,2026-04-06
COV001241,POL001341,COLL,Collision,active,358403.68,2459.5,2023-09-02,2024-09-01
COV001242,POL001342,MED,Medical Payments,active,370986.63,3161.85,2026-06-13,2027-06-13
COV001243,POL001343,COLL,Collision,active,278859.21,4088.59,2025-01-20,2026-01-20
COV001244,POL001344,MED,Medical Payments,active,178121.03,3518.29,2024-10-02,2025-10-02
COV001245,POL001345,COLL,Collision,active,232323.22,929.49,2026-02-27,2027-02-27
COV001246,POL001346,COLL,Collision,active,430740.01,1287.03,2025-02-17,2026-02-17
COV001247,POL001347,COMP,Comprehensive,active,274710.62,2874.33,2025-12-23,2026-12-23
COV001248,POL001348,COLL,Collision,active,380694.51,4997.08,2023-02-18,2024-02-18
COV001249,POL001349,MED,Medical Payments,active,36309.1,494.3,2024-10-20,2025-10-20
COV001250,POL001350,BI,Bodily Injury,active,333667.19,2651.9,2026-05-11,2027-05-11
COV001251,POL001351,PD,Property Damage,active,339185.57,4071.06,2024-10-09,2025-10-09
COV001252,POL001352,COMP,Comprehensive,active,83742.09,272.82,2024-10-03,2025-10-03
COV001253,POL001353,PD,Property Damage,active,410292.18,489.86,2025-08-04,2026-08-04
COV001254,POL001354,MED,Medical Payments,active,138669.55,2996.13,2025-09-10,2026-09-10
COV001255,POL001355,COMP,Comprehensive,active,327047.48,3916.07,2025-06-11,2026-06-11
COV001256,POL001356,MED,Medical Payments,active,35185.18,2781.29,2024-07-02,2025-07-02
COV001257,POL001357,COMP,Comprehensive,active,88682.41,4318.87,2023-12-25,2024-12-24
COV001258,POL001358,COLL,Collision,active,141042.76,4620.18,2023-01-29,2024-01-29
COV001259,POL001359,MED,Medical Payments,active,110604.84,2133.13,2024-01-05,2025-01-04
COV001260,POL001360,BI,Bodily Injury,active,232250.76,3548.79,2025-05-26,2026-05-26
COV001261,POL001361,BI,Bodily Injury,active,214025.74,1989.26,2023-05-07,2024-05-06
COV001262,POL001362,BI,Bodily Injury,active,466750.82,632.45,2023-12-22,2024-12-21
COV001263,POL001363,COLL,Collision,active,371617.17,3176.97,2025-11-16,2026-11-16
COV001264,POL001364,COLL,Collision,active,486582.46,697.25,2024-03-06,2025-03-06
COV001265,POL001365,MED,Medical Payments,active,361542.01,540.44,2024-12-03,2025-12-03
COV001266,POL001366,COMP,Comprehensive,active,457982.49,3589.31,2026-08-17,2027-08-17
COV001267,POL001367,COLL,Collision,active,332825.53,3144.88,2024-08-04,2025-08-04
COV001268,POL001368,PD,Property Damage,active,141417.32,3742.93,2024-06-10,2025-06-10
COV001269,POL001369,COLL,Collision,active,257875.91,4632.42,2024-10-11,2025-10-11
COV001270,POL001370,COLL,Collision,active,355610.71,3512.13,2023-04-17,2024-04-16
COV001271,POL001371,BI,Bodily Injury,active,63928.77,2923.29,2023-06-09,2024-06-08
COV001272,POL001372,COLL,Collision,active,126664.31,581.22,2026-07-02,2027-07-02
COV001273,POL001373,PD,Property Damage,active,35727.52,3727.53,2025-06-19,2026-06-19
COV001274,POL001374,COLL,Collision,active,105343.88,789.35,2025-12-31,2026-12-31
COV001275,POL001375,PD,Property Damage,active,478393.2,2570.43,2024-07-09,2025-07-09
COV001276,POL001376,BI,Bodily Injury,active,318723.74,4294.45,2023-02-04,2024-02-04
COV001277,POL001377,MED,Medical Payments,active,295128.72,3386.04,2024-12-27,2025-12-27
COV001278,POL001378,PD,Property Damage,active,131366.61,1576.03,2023-01-31,2024-01-31
COV001279,POL001379,BI,Bodily Injury,active,312898.7,1843.57,2024-05-06,2025-05-06
COV001280,POL001380,COLL,Collision,active,141094.8,1630.52,2023-10-19,2024-10-18
COV001281,POL001381,MED,Medical Payments,active,112965.31,3964.73,2025-02-22,2026-02-22
COV001282,POL001382,COLL,Collision,active,395931.22,4399.42,2024-12-07,2025-12-07
COV001283,POL001383,PD,Property Damage,active,147444.39,3012.03,2026-05-02,2027-05-02
COV001284,POL001384,MED,Medical Payments,active,495422.68,3776.54,2024-12-20,2025-12-20
COV001285,POL001385,COLL,Collision,active,414251.44,3056.93,2026-01-25,2027-01-25
COV001286,POL001386,COLL,Collision,active,156681.11,3394.31,2026-03-04,2027-03-04
COV001287,POL001387,COLL,Collision,active,121742.91,2633.48,2025-07-01,2026-07-01
COV001288,POL001388,MED,Medical Payments,active,64962.42,953.57,2026-02-25,2027-02-25
COV001289,POL001389,BI,Bodily Injury,active,29415.49,4164.75,2025-12-06,2026-12-06
COV001290,POL001390,COLL,Collision,active,51185.71,3931.1,2023-11-19,2024-11-18
COV001291,POL001391,COLL,Collision,active,35139.39,4074.96,2023-11-17,2024-11-16
COV001292,POL001392,PD,Property Damage,active,58879.71,565.2,2025-12-01,2026-12-01
COV001293,POL001393,PD,Property Damage,active,352923.16,1432.34,2023-09-28,2024-09-27
COV001294,POL001394,BI,Bodily Injury,active,101010.93,3046.46,2025-03-30,2026-03-30
COV001295,POL001395,PD,Property Damage,active,285021.54,2852.93,2023-02-12,2024-02-12
COV001296,POL001396,COMP,Comprehensive,active,188070.75,3250.26,2024-01-25,2025-01-24
COV001297,POL001397,MED,Medical Payments,active,466699.07,1918.55,2024-07-04,2025-07-04
COV001298,POL001398,BI,Bodily Injury,active,351937.12,3487.65,2023-06-15,2024-06-14
COV001299,POL001399,COMP,Comprehensive,active,99939.38,3921.08,2024-02-06,2025-02-05
COV001300,POL001400,COMP,Comprehensive,active,291396.36,2337.11,2026-06-20,2027-06-20
COV001301,POL001401,COMP,Comprehensive,active,35001.29,4009.51,2025-03-14,2026-03-14
COV001302,POL001402,COLL,Collision,active,242079.69,609.92,2026-03-19,2027-03-19
COV001303,POL001403,PD,Property Damage,active,88172.03,3489.15,2023-02-21,2024-02-21
COV001304,POL001404,PD,Property Damage,active,238966.14,4652.21,2023-01-11,2024-01-11
COV001305,POL001405,BI,Bodily Injury,active,300197.74,4448.61,2023-07-05,2024-07-04
COV001306,POL001406,BI,Bodily Injury,active,138915.41,4662.44,2025-02-23,2026-02-23
COV001307,POL001407,COMP,Comprehensive,active,163510.45,1330.33,2023-02-19,2024-02-19
COV001308,POL001408,BI,Bodily Injury,active,358686.57,1812.89,2025-10-02,2026-10-02
COV001309,POL001409,PD,Property Damage,active,130243.38,4491.59,2024-05-31,2025-05-31
COV001310,POL001410,MED,Medical Payments,active,131614.63,4871.92,2023-05-06,2024-05-05
COV001311,POL001411,PD,Property Damage,active,353789.23,4112.65,2026-06-20,2027-06-20
COV001312,POL001412,COLL,Collision,active,196387.64,4162.08,2025-07-29,2026-07-29
COV001313,POL001413,BI,Bodily Injury,active,81105.0,4998.34,2025-12-27,2026-12-27
COV001314,POL001414,BI,Bodily Injury,active,265014.29,3347.61,2024-12-07,2025-12-07
COV001315,POL001415,MED,Medical Payments,active,315953.45,3273.11,2026-01-09,2027-01-09
COV001316,POL001416,COMP,Comprehensive,active,183414.84,4376.78,2024-04-06,2025-04-06
COV001317,POL001417,BI,Bodily Injury,active,142264.45,4295.77,2024-10-17,2025-10-17
COV001318,POL001418,BI,Bodily Injury,active,388260.3,2090.39,2026-04-09,2027-04-09
COV001319,POL001419,MED,Medical Payments,active,306473.24,3349.39,2026-01-10,2027-01-10
COV001320,POL001420,PD,Property Damage,active,159906.19,2904.97,2026-01-06,2027-01-06
COV001321,POL001421,BI,Bodily Injury,active,206289.94,4046.33,2023-02-20,2024-02-20
COV001322,POL001422,COLL,Collision,active,189721.61,556.75,2023-01-05,2024-01-05
COV001323,POL001423,BI,Bodily Injury,active,344513.16,2591.52,2024-06-20,2025-06-20
COV001324,POL001424,COMP,Comprehensive,active,249172.26,4990.15,2023-07-03,2024-07-02
COV001325,POL001425,COLL,Collision,active,110435.23,1692.89,2025-08-22,2026-08-22
COV001326,POL001426,BI,Bodily Injury,active,491219.13,2812.33,2024-12-15,2025-12-15
COV001327,POL001427,COLL,Collision,active,260673.07,2536.67,2024-05-23,2025-05-23
COV001328,POL001428,COMP,Comprehensive,active,462659.07,3292.12,2024-06-12,2025-06-12
COV001329,POL001429,MED,Medical Payments,active,223399.3,2859.6,2023-06-11,2024-06-10
COV001330,POL001430,COLL,Collision,active,361068.35,4935.86,2024-04-19,2025-04-19
COV001331,POL001431,PD,Property Damage,active,416955.63,1672.9,2023-09-17,2024-09-16
COV001332,POL001432,PD,Property Damage,active,73551.19,4536.04,2023-01-02,2024-01-02
COV001333,POL001433,BI,Bodily Injury,active,370455.38,2674.34,2024-04-22,2025-04-22
COV001334,POL001434,PD,Property Damage,active,76611.13,4626.35,2025-09-18,2026-09-18
COV001335,POL001435,MED,Medical Payments,active,264915.18,4448.25,2023-01-14,2024-01-14
COV001336,POL001436,PD,Property Damage,active,367302.5,2988.26,2024-09-21,2025-09-21
COV001337,POL001437,MED,Medical Payments,active,377789.55,1410.86,2024-09-28,2025-09-28
COV001338,POL001438,COMP,Comprehensive,active,88547.2,3266.17,2024-12-03,2025-12-03
COV001339,POL001439,BI,Bodily Injury,active,181495.72,2179.33,2026-03-12,2027-03-12
COV001340,POL001440,BI,Bodily Injury,active,482078.08,1314.98,2025-02-04,2026-02-04
COV001341,POL001441,COMP,Comprehensive,active,410634.53,1066.31,2026-08-25,2027-08-25
COV001342,POL001442,COLL,Collision,active,175658.48,2095.41,2023-02-04,2024-02-04
COV001343,POL001443,PD,Property Damage,active,320109.36,4721.8,2026-08-16,2027-08-16
COV001344,POL001444,MED,Medical Payments,active,467373.98,2027.62,2025-02-17,2026-02-17
COV001345,POL001445,BI,Bodily Injury,active,404484.04,2136.98,2025-09-25,2026-09-25
COV001346,POL001446,BI,Bodily Injury,active,411301.64,4488.19,2023-07-07,2024-07-06
COV001347,POL001447,COLL,Collision,active,471126.31,4675.9,2025-10-31,2026-10-31
COV001348,POL001448,COMP,Comprehensive,active,76779.25,4717.9,2023-02-05,2024-02-05
COV001349,POL001449,BI,Bodily Injury,active,451952.38,3663.0,2025-04-16,2026-04-16
COV001350,POL001450,COMP,Comprehensive,active,26553.1,3215.8,2024-12-20,2025-12-20
COV001351,POL001451,MED,Medical Payments,active,379356.3,1055.58,2024-02-24,2025-02-23
COV001352,POL001452,COMP,Comprehensive,active,439174.32,931.07,2025-10-18,2026-10-18
COV001353,POL001453,BI,Bodily Injury,active,223390.21,2413.97,2024-06-17,2025-06-17
COV001354,POL001454,PD,Property Damage,active,427734.22,1966.05,2025-10-02,2026-10-02
COV001355,POL001455,PD,Property Damage,active,463101.9,4992.43,2024-09-09,2025-09-09
COV001356,POL001456,COMP,Comprehensive,active,422235.59,621.94,2024-09-10,2025-09-10
COV001357,POL001457,COLL,Collision,active,372298.58,1366.11,2023-08-02,2024-08-01
COV001358,POL001458,COLL,Collision,active,148453.87,1445.94,2024-10-01,2025-10-01
COV001359,POL001459,COLL,Collision,active,496656.97,958.56,2025-09-03,2026-09-03
COV001360,POL001460,COMP,Comprehensive,active,281893.31,705.62,2023-07-16,2024-07-15
COV001361,POL001461,MED,Medical Payments,active,361274.47,3169.08,2024-06-28,2025-06-28
COV001362,POL001462,COLL,Collision,active,383219.76,2285.78,2025-05-21,2026-05-21
COV001363,POL001463,COMP,Comprehensive,active,67567.32,2780.38,2026-06-05,2027-06-05
COV001364,POL001464,COLL,Collision,active,348602.73,2028.07,2023-12-31,2024-12-30
COV001365,POL001465,PD,Property Damage,active,458349.62,773.09,2026-09-07,2027-09-07
COV001366,POL001466,COLL,Collision,active,39055.03,1217.63,2023-03-01,2024-02-29
COV001367,POL001467,MED,Medical Payments,active,339279.45,2679.35,2024-06-16,2025-06-16
COV001368,POL001468,COMP,Comprehensive,active,343735.23,4805.72,2024-10-01,2025-10-01
COV001369,POL001469,COLL,Collision,active,290071.25,4797.01,2024-05-26,2025-05-26
COV001370,POL001470,COMP,Comprehensive,active,74926.46,4397.6,2024-04-26,2025-04-26
COV001371,POL001471,COLL,Collision,active,85036.55,3884.33,2025-01-12,2026-01-12
COV001372,POL001472,COMP,Comprehensive,active,88442.02,2866.26,2024-01-23,2025-01-22
COV001373,POL001473,MED,Medical Payments,active,29944.92,3506.31,2024-12-23,2025-12-23
COV001374,POL001474,PD,Property Damage,active,433689.59,712.68,2026-03-31,2027-03-31
COV001375,POL001475,PD,Property Damage,active,496458.46,4394.35,2025-08-05,2026-08-05
COV001376,POL001476,BI,Bodily Injury,active,339887.98,972.4,2024-04-26,2025-04-26
COV001377,POL001477,PD,Property Damage,active,43832.54,3352.69,2023-01-17,2024-01-17
COV001378,POL001478,MED,Medical Payments,active,383182.08,4278.3,2025-09-30,2026-09-30
COV001379,POL001479,MED,Medical Payments,active,39398.56,1018.09,2026-05-17,2027-05-17
COV001380,POL001480,COLL,Collision,active,297600.61,2849.96,2026-03-13,2027-03-13
COV001381,POL001481,MED,Medical Payments,active,252208.05,1072.86,2024-01-29,2025-01-28
COV001382,POL001482,COMP,Comprehensive,active,137334.31,2041.45,2026-07-24,2027-07-24
COV001383,POL001483,BI,Bodily Injury,active,303610.67,4784.83,2025-03-07,2026-03-07
COV001384,POL001484,MED,Medical Payments,active,380561.68,3338.73,2025-05-11,2026-05-11
COV001385,POL001485,COLL,Collision,active,58586.38,570.02,2023-09-23,2024-09-22
COV001386,POL001486,BI,Bodily Injury,active,334002.82,4712.61,2024-01-01,2024-12-31
COV001387,POL001487,COLL,Collision,active,464755.51,2785.94,2026-04-02,2027-04-02
COV001388,POL001488,MED,Medical Payments,active,366124.07,3448.43,2023-01-15,2024-01-15
COV001389,POL001489,BI,Bodily Injury,active,231408.57,1122.96,2023-11-11,2024-11-10
COV001390,POL001490,COLL,Collision,active,470177.22,3154.12,2026-09-04,2027-09-04
COV001391,POL001491,COLL,Collision,active,152556.28,4466.51,2023-05-25,2024-05-24
COV001392,POL001492,PD,Property Damage,active,442766.62,4416.32,2023-12-15,2024-12-14
COV001393,POL001493,PD,Property Damage,active,461972.9,2768.21,2026-08-19,2027-08-19
COV001394,POL001494,COMP,Comprehensive,active,169651.35,1730.24,2023-05-19,2024-05-18
COV001395,POL001495,BI,Bodily Injury,active,68304.12,2947.59,2023-09-17,2024-09-16
COV001396,POL001496,COMP,Comprehensive,active,168398.14,3703.13,2026-05-02,2027-05-02
COV001397,POL001497,COLL,Collision,active,412895.83,3482.2,2026-01-06,2027-01-06
COV001398,POL001498,BI,Bodily Injury,active,234517.84,299.67,2024-02-15,2025-02-14
COV001399,POL001499,MED,Medical Payments,active,475002.62,3307.23,2024-12-20,2025-12-20
COV001400,POL001500,COMP,Comprehensive,active,333787.56,587.75,2025-01-06,2026-01-06
COV001401,POL001501,PD,Property Damage,active,208423.11,827.8,2025-11-21,2026-11-21
COV001402,POL001502,COMP,Comprehensive,active,431079.88,3515.13,2026-06-01,2027-06-01
COV001403,POL001503,MED,Medical Payments,active,443597.38,1287.56,2024-10-19,2025-10-19
COV001404,POL001504,PD,Property Damage,active,96785.6,4230.43,2026-07-27,2027-07-27
COV001405,POL001505,MED,Medical Payments,active,77139.37,2040.7,2023-04-27,2024-04-26
COV001406,POL001506,COLL,Collision,active,408788.39,1683.2,2026-07-08,2027-07-08
COV001407,POL001507,MED,Medical Payments,active,74370.5,1957.76,2026-06-13,2027-06-13
COV001408,POL001508,BI,Bodily Injury,active,30309.64,527.17,2023-06-15,2024-06-14
COV001409,POL001509,COLL,Collision,active,85758.56,544.04,2023-11-28,2024-11-27
COV001410,POL001510,COLL,Collision,active,268436.61,4414.33,2025-09-17,2026-09-17
COV001411,POL001511,BI,Bodily Injury,active,224939.33,4730.44,2025-05-11,2026-05-11
COV001412,POL001512,BI,Bodily Injury,active,329380.6,2267.94,2023-02-15,2024-02-15
COV001413,POL001513,BI,Bodily Injury,active,499054.09,494.55,2026-02-15,2027-02-15
COV001414,POL001514,MED,Medical Payments,active,388182.54,3783.78,2025-10-16,2026-10-16
COV001415,POL001515,COMP,Comprehensive,active,479203.6,1898.52,2023-10-28,2024-10-27
COV001416,POL001516,PD,Property Damage,active,263746.59,1063.86,2025-05-13,2026-05-13
COV001417,POL001517,COLL,Collision,active,396181.12,915.6,2023-01-03,2024-01-03
COV001418,POL001518,COMP,Comprehensive,active,401808.95,4494.54,2024-07-13,2025-07-13
