premium_id,policy_id,policy_coverage_id,premium_period_start,premium_period_end,transaction_type,written_premium_amount,earned_premium_amount
PREM001093,POL001193,COV001093,2023-08-27,2024-08-26,new_business,524.77,472.12
PREM001094,POL001194,COV001094,2024-02-10,2025-02-09,new_business,2126.89,1390.45
PREM001095,POL001195,COV001095,2023-01-27,2024-01-27,new_business,1898.34,1861.5
PREM001096,POL001196,COV001096,2026-09-15,2027-09-15,cancellation,441.76,390.4
PREM001097,POL001197,COV001097,2024-01-17,2025-01-16,audit,2075.96,1185.16
PREM001098,POL001198,COV001098,2023-05-22,2024-05-21,audit,2787.96,1870.78
PREM001099,POL001199,COV001099,2025-07-08,2026-07-08,renewal,2990.3,2532.81
PREM001100,POL001200,COV001100,2026-02-07,2027-02-07,audit,2613.58,2008.94
PREM001101,POL001201,COV001101,2025-04-11,2026-04-11,renewal,2543.25,2364.2
PREM001102,POL001202,COV001102,2025-05-16,2026-05-16,new_business,2729.04,2684.44
PREM001103,POL001203,COV001103,2025-02-22,2026-02-22,new_business,2025.29,1460.35
PREM001104,POL001204,COV001104,2025-08-07,2026-08-07,reinstatement,1409.22,710.16
PREM001105,POL001205,COV001105,2026-02-10,2027-02-10,audit,2477.6,2328.4
PREM001106,POL001206,COV001106,2024-05-22,2025-05-22,cancellation,240.16,152.15
PREM001107,POL001207,COV001107,2026-03-31,2027-03-31,new_business,1722.88,1177.89
PREM001108,POL001208,COV001108,2024-12-06,2025-12-06,reinstatement,472.92,418.74
PREM001109,POL001209,COV001109,2024-10-22,2025-10-22,reinstatement,1272.88,675.07
PREM001110,POL001210,COV001110,2026-01-14,2027-01-14,audit,1572.79,1090.13
PREM001111,POL001211,COV001111,2023-09-08,2024-09-07,audit,1653.96,1048.0
PREM001112,POL001212,COV001112,2024-02-25,2025-02-24,renewal,2535.55,1480.78
PREM001113,POL001213,COV001113,2025-06-05,2026-06-05,cancellation,2303.25,1926.78
PREM001114,POL001214,COV001114,2024-04-09,2025-04-09,reinstatement,2224.52,1510.41
PREM001115,POL001215,COV001115,2026-07-29,2027-07-29,endorsement,2375.54,1410.56
PREM001116,POL001216,COV001116,2023-09-09,2024-09-08,cancellation,1207.55,1125.62
PREM001117,POL001217,COV001117,2026-03-31,2027-03-31,audit,1877.23,1241.74
PREM001118,POL001218,COV001118,2024-09-19,2025-09-19,audit,807.59,537.91
PREM001119,POL001219,COV001119,2024-09-25,2025-09-25,renewal,1573.49,1480.75
PREM001120,POL001220,COV001120,2026-08-10,2027-08-10,audit,514.15,471.61
PREM001121,POL001221,COV001121,2025-04-26,2026-04-26,reinstatement,2647.08,2331.56
PREM001122,POL001222,COV001122,2026-02-27,2027-02-27,reinstatement,279.67,233.66
PREM001123,POL001223,COV001123,2024-06-25,2025-06-25,new_business,169.43,153.1
PREM001124,POL001224,COV001124,2026-06-15,2027-06-15,endorsement,1659.11,1186.51
PREM001125,POL001225,COV001125,2023-08-12,2024-08-11,cancellation,710.0,510.42
PREM001126,POL001226,COV001126,2023-02-13,2024-02-13,endorsement,391.16,277.05
PREM001127,POL001227,COV001127,2025-11-04,2026-11-04,cancellation,984.78,596.64
PREM001128,POL001228,COV001128,2026-07-08,2027-07-08,renewal,528.72,359.35
PREM001129,POL001229,COV001129,2024-07-02,2025-07-02,cancellation,2978.84,2865.67
PREM001130,POL001230,COV001130,2024-03-16,2025-03-16,reinstatement,2932.75,1648.01
PREM001131,POL001231,COV001131,2025-12-12,2026-12-12,new_business,2317.58,1450.34
PREM001132,POL001232,COV001132,2025-09-13,2026-09-13,new_business,202.2,174.74
PREM001133,POL001233,COV001133,2023-05-14,2024-05-13,reinstatement,2925.39,1574.26
PREM001134,POL001234,COV001134,2024-02-24,2025-02-23,new_business,1312.19,741.11
PREM001135,POL001235,COV001135,2024-10-01,2025-10-01,audit,2390.0,1487.7
PREM001136,POL001236,COV001136,2025-07-14,2026-07-14,reinstatement,683.62,596.6
PREM001137,POL001237,COV001137,2025-11-14,2026-11-14,new_business,788.34,692.31
PREM001138,POL001238,COV001138,2023-02-08,2024-02-08,endorsement,2376.71,2348.91
PREM001139,POL001239,COV001139,2024-02-03,2025-02-02,endorsement,808.29,418.87
PREM001140,POL001240,COV001140,2023-08-02,2024-08-01,new_business,1747.69,1091.78
PREM001141,POL001241,COV001141,2024-06-25,2025-06-25,reinstatement,2261.8,2208.54
PREM001142,POL001242,COV001142,2023-09-23,2024-09-22,cancellation,734.9,718.92
PREM001143,POL001243,COV001143,2023-12-16,2024-12-15,audit,2061.41,1906.24
PREM001144,POL001244,COV001144,2025-07-25,2026-07-25,audit,2890.1,2595.26
PREM001145,POL001245,COV001145,2024-02-04,2025-02-03,endorsement,2702.49,1598.08
PREM001146,POL001246,COV001146,2023-11-07,2024-11-06,cancellation,2009.24,1963.91
PREM001147,POL001247,COV001147,2023-01-14,2024-01-14,reinstatement,795.73,534.53
PREM001148,POL001248,COV001148,2024-04-15,2025-04-15,renewal,364.97,194.05
PREM001149,POL001249,COV001149,2025-04-24,2026-04-24,audit,2393.89,1439.95
PREM001150,POL001250,COV001150,2025-04-13,2026-04-13,new_business,1378.61,871.55
PREM001151,POL001251,COV001151,2025-08-30,2026-08-30,cancellation,1317.48,821.73
PREM001152,POL001252,COV001152,2023-06-03,2024-06-02,renewal,976.28,922.82
PREM001153,POL001253,COV001153,2025-10-28,2026-10-28,endorsement,1563.35,1066.76
PREM001154,POL001254,COV001154,2025-09-23,2026-09-23,audit,2867.17,1925.39
PREM001155,POL001255,COV001155,2023-05-29,2024-05-28,cancellation,1641.39,1339.23
PREM001156,POL001256,COV001156,2023-11-13,2024-11-12,renewal,767.31,583.79
PREM001157,POL001257,COV001157,2025-04-27,2026-04-27,endorsement,1308.48,766.71
PREM001158,POL001258,COV001158,2023-03-04,2024-03-03,endorsement,2004.59,1633.73
PREM001159,POL001259,COV001159,2025-12-23,2026-12-23,new_business,877.92,818.38
PREM001160,POL001260,COV001160,2026-01-11,2027-01-11,renewal,2920.9,2800.05
PREM001161,POL001261,COV001161,2023-11-14,2024-11-13,cancellation,2567.85,1748.74
PREM001162,POL001262,COV001162,2025-05-21,2026-05-21,renewal,2860.52,2656.08
PREM001163,POL001263,COV001163,2025-05-13,2026-05-13,cancellation,467.98,287.32
PREM001164,POL001264,COV001164,2023-12-09,2024-12-08,new_business,1675.42,888.29
PREM001165,POL001265,COV001165,2023-11-23,2024-11-22,cancellation,490.78,456.73
PREM001166,POL001266,COV001166,2023-03-02,2024-03-01,audit,1457.74,1300.42
PREM001167,POL001267,COV001167,2023-06-08,2024-06-07,cancellation,2628.84,1362.16
PREM001168,POL001268,COV001168,2025-06-15,2026-06-15,endorsement,824.96,724.2
PREM001169,POL001269,COV001169,2025-05-09,2026-05-09,new_business,2536.68,2091.98
PREM001170,POL001270,COV001170,2024-01-16,2025-01-15,endorsement,655.46,543.02
PREM001171,POL001271,COV001171,2023-05-24,2024-05-23,endorsement,412.62,406.42
PREM001172,POL001272,COV001172,2025-07-29,2026-07-29,renewal,1006.54,547.13
PREM001173,POL001273,COV001173,2024-11-10,2025-11-10,cancellation,2843.63,2546.8
PREM001174,POL001274,COV001174,2023-04-11,2024-04-10,cancellation,2969.4,2746.75
PREM001175,POL001275,COV001175,2024-05-29,2025-05-29,audit,2649.52,1843.75
PREM001176,POL001276,COV001176,2025-09-01,2026-09-01,audit,1583.86,1382.94
PREM001177,POL001277,COV001177,2024-07-11,2025-07-11,cancellation,2351.25,1460.03
PREM001178,POL001278,COV001178,2025-12-10,2026-12-10,endorsement,1626.1,1447.18
PREM001179,POL001279,COV001179,2025-10-31,2026-10-31,new_business,1957.8,997.14
PREM001180,POL001280,COV001180,2024-01-28,2025-01-27,cancellation,701.17,637.98
PREM001181,POL001281,COV001181,2024-01-25,2025-01-24,new_business,2088.71,1325.74
PREM001182,POL001282,COV001182,2024-10-26,2025-10-26,renewal,2582.31,1505.77
PREM001183,POL001283,COV001183,2023-05-08,2024-05-07,audit,795.41,714.19
PREM001184,POL001284,COV001184,2026-04-18,2027-04-18,cancellation,2542.66,2178.75
PREM001185,POL001285,COV001185,2024-04-24,2025-04-24,cancellation,2346.56,1469.79
PREM001186,POL001286,COV001186,2023-01-06,2024-01-06,renewal,828.47,607.21
PREM001187,POL001287,COV001187,2025-10-02,2026-10-02,reinstatement,1250.89,632.3
PREM001188,POL001288,COV001188,2025-11-15,2026-11-15,renewal,627.26,581.04
PREM001189,POL001289,COV001189,2025-04-26,2026-04-26,audit,1133.34,825.67
PREM001190,POL001290,COV001190,2025-10-12,2026-10-12,cancellation,1410.3,1018.63
PREM001191,POL001291,COV001191,2024-04-26,2025-04-26,new_business,1642.66,989.43
PREM001192,POL001292,COV001192,2026-04-19,2027-04-19,cancellation,476.02,359.49
PREM001193,POL001293,COV001193,2025-02-03,2026-02-03,cancellation,499.43,497.81
PREM001194,POL001294,COV001194,2024-03-10,2025-03-10,reinstatement,1787.5,1604.98
PREM001195,POL001295,COV001195,2025-10-11,2026-10-11,audit,2969.27,1653.75
PREM001196,POL001296,COV001196,2024-10-06,2025-10-06,endorsement,1787.6,1136.7
PREM001197,POL001297,COV001197,2026-03-17,2027-03-17,endorsement,218.33,205.48
PREM001198,POL001298,COV001198,2025-04-15,2026-04-15,audit,1236.21,732.24
PREM001199,POL001299,COV001199,2025-02-14,2026-02-14,new_business,2144.39,1917.03
PREM001200,POL001300,COV001200,2025-08-06,2026-08-06,cancellation,2961.5,2729.79
PREM001201,POL001301,COV001201,2025-03-03,2026-03-03,cancellation,1811.83,1728.91
PREM001202,POL001302,COV001202,2024-06-22,2025-06-22,reinstatement,2278.45,2245.73
PREM001203,POL001303,COV001203,2024-01-05,2025-01-04,cancellation,2311.84,1187.9
PREM001204,POL001304,COV001204,2026-07-13,2027-07-13,new_business,2326.08,1947.78
PREM001205,POL001305,COV001205,2026-01-24,2027-01-24,endorsement,2947.88,2302.56
PREM001206,POL001306,COV001206,2023-03-16,2024-03-15,reinstatement,2840.99,2835.29
PREM001207,POL001307,COV001207,2024-09-18,2025-09-18,reinstatement,443.52,235.31
PREM001208,POL001308,COV001208,2025-03-10,2026-03-10,reinstatement,2752.52,1972.12
PREM001209,POL001309,COV001209,2023-11-20,2024-11-19,new_business,1602.4,1260.11
PREM001210,POL001310,COV001210,2024-08-19,2025-08-19,audit,767.3,413.33
PREM001211,POL001311,COV001211,2024-07-16,2025-07-16,endorsement,1200.37,972.02
PREM001212,POL001312,COV001212,2026-05-06,2027-05-06,endorsement,693.45,364.21
PREM001213,POL001313,COV001213,2026-02-14,2027-02-14,reinstatement,2700.64,1407.0
PREM001214,POL001314,COV001214,2024-12-14,2025-12-14,reinstatement,330.73,220.78
PREM001215,POL001315,COV001215,2026-08-18,2027-08-18,new_business,637.72,510.95
PREM001216,POL001316,COV001216,2024-04-28,2025-04-28,new_business,1995.35,1959.46
PREM001217,POL001317,COV001217,2025-01-09,2026-01-09,reinstatement,753.87,441.75
PREM001218,POL001318,COV001218,2025-02-23,2026-02-23,cancellation,2998.26,1624.82
PREM001219,POL001319,COV001219,2024-11-03,2025-11-03,endorsement,2116.71,1157.27
PREM001220,POL001320,COV001220,2024-09-18,2025-09-18,endorsement,2931.26,1881.95
PREM001221,POL001321,COV001221,2024-07-22,2025-07-22,cancellation,1870.48,1614.77
PREM001222,POL001322,COV001222,2026-04-19,2027-04-19,cancellation,1886.23,1540.59
PREM001223,POL001323,COV001223,2025-03-03,2026-03-03,renewal,422.04,321.24
PREM001224,POL001324,COV001224,2025-03-11,2026-03-11,new_business,2424.09,1980.79
PREM001225,POL001325,COV001225,2024-04-20,2025-04-20,audit,2909.27,2834.67
PREM001226,POL001326,COV001226,2024-05-05,2025-05-05,audit,1716.51,1393.75
PREM001227,POL001327,COV001227,2024-07-30,2025-07-30,cancellation,479.02,469.93
PREM001228,POL001328,COV001228,2025-07-16,2026-07-16,audit,475.63,466.37
PREM001229,POL001329,COV001229,2025-04-23,2026-04-23,endorsement,877.94,446.37
PREM001230,POL001330,COV001230,2024-07-21,2025-07-21,cancellation,1518.62,839.24
PREM001231,POL001331,COV001231,2024-05-18,2025-05-18,endorsement,1300.85,843.89
PREM001232,POL001332,COV001232,2026-01-23,2027-01-23,renewal,1934.1,990.48
PREM001233,POL001333,COV001233,2025-04-27,2026-04-27,new_business,148.44,103.89
PREM001234,POL001334,COV001234,2026-08-17,2027-08-17,renewal,2590.53,2083.75
PREM001235,POL001335,COV001235,2025-08-19,2026-08-19,audit,344.82,326.39
PREM001236,POL001336,COV001236,2026-07-09,2027-07-09,renewal,1202.06,669.01
PREM001237,POL001337,COV001237,2025-09-06,2026-09-06,cancellation,2447.03,1471.39
PREM001238,POL001338,COV001238,2023-07-08,2024-07-07,new_business,2176.47,1530.05
PREM001239,POL001339,COV001239,2024-01-07,2025-01-06,reinstatement,269.99,232.06
PREM001240,POL001340,COV001240,2025-04-06,2026-04-06,audit,974.53,660.53
PREM001241,POL001341,COV001241,2023-09-02,2024-09-01,cancellation,1581.77,1480.95
PREM001242,POL001342,COV001242,2026-06-13,2027-06-13,renewal,790.42,425.88
PREM001243,POL001343,COV001243,2025-01-20,2026-01-20,renewal,1062.98,966.05
PREM001244,POL001344,COV001244,2024-10-02,2025-10-02,renewal,2192.83,2179.59
PREM001245,POL001345,COV001245,2026-02-27,2027-02-27,cancellation,611.88,328.78
PREM001246,POL001346,COV001246,2025-02-17,2026-02-17,endorsement,2804.94,1717.16
PREM001247,POL001347,COV001247,2025-12-23,2026-12-23,audit,797.76,450.35
PREM001248,POL001348,COV001248,2023-02-18,2024-02-18,audit,529.12,375.19
PREM001249,POL001349,COV001249,2024-10-20,2025-10-20,audit,1461.28,1035.3
PREM001250,POL001350,COV001250,2026-05-11,2027-05-11,reinstatement,844.62,586.85
PREM001251,POL001351,COV001251,2024-10-09,2025-10-09,cancellation,2524.52,1520.42
PREM001252,POL001352,COV001252,2024-10-03,2025-10-03,audit,2562.14,2526.23
PREM001253,POL001353,COV001253,2025-08-04,2026-08-04,renewal,1031.38,878.12
PREM001254,POL001354,COV001254,2025-09-10,2026-09-10,cancellation,1398.26,882.15
PREM001255,POL001355,COV001255,2025-06-11,2026-06-11,cancellation,1479.78,1045.36
PREM001256,POL001356,COV001256,2024-07-02,2025-07-02,reinstatement,2785.2,2440.39
PREM001257,POL001357,COV001257,2023-12-25,2024-12-24,endorsement,2635.06,2252.78
PREM001258,POL001358,COV001258,2023-01-29,2024-01-29,audit,1928.35,1271.06
PREM001259,POL001359,COV001259,2024-01-05,2025-01-04,audit,1749.69,1647.53
PREM001260,POL001360,COV001260,2025-05-26,2026-05-26,endorsement,2997.61,1748.19
PREM001261,POL001361,COV001261,2023-05-07,2024-05-06,renewal,2266.75,1340.45
PREM001262,POL001362,COV001262,2023-12-22,2024-12-21,reinstatement,1681.99,1592.18
PREM001263,POL001363,COV001263,2025-11-16,2026-11-16,new_business,1286.62,1198.89
PREM001264,POL001364,COV001264,2024-03-06,2025-03-06,reinstatement,1887.72,1730.39
PREM001265,POL001365,COV001265,2024-12-03,2025-12-03,cancellation,2795.03,2231.85
PREM001266,POL001366,COV001266,2026-08-17,2027-08-17,cancellation,2641.59,2183.07
PREM001267,POL001367,COV001267,2024-08-04,2025-08-04,reinstatement,314.63,229.92
PREM001268,POL001368,COV001268,2024-06-10,2025-06-10,new_business,1561.51,899.52
PREM001269,POL001369,COV001269,2024-10-11,2025-10-11,new_business,1582.78,1517.09
PREM001270,POL001370,COV001270,2023-04-17,2024-04-16,new_business,912.33,881.86
PREM001271,POL001371,COV001271,2023-06-09,2024-06-08,reinstatement,1605.34,1348.8
PREM001272,POL001372,COV001272,2026-07-02,2027-07-02,endorsement,1256.69,932.84
PREM001273,POL001373,COV001273,2025-06-19,2026-06-19,new_business,161.58,108.78
PREM001274,POL001374,COV001274,2025-12-31,2026-12-31,reinstatement,805.2,489.24
PREM001275,POL001375,COV001275,2024-07-09,2025-07-09,reinstatement,1974.89,1412.21
PREM001276,POL001376,COV001276,2023-02-04,2024-02-04,new_business,1435.73,931.73
PREM001277,POL001377,COV001277,2024-12-27,2025-12-27,audit,2972.04,2507.99
PREM001278,POL001378,COV001278,2023-01-31,2024-01-31,renewal,1506.33,1465.27
PREM001279,POL001379,COV001279,2024-05-06,2025-05-06,new_business,2003.86,1919.01
PREM001280,POL001380,COV001280,2023-10-19,2024-10-18,renewal,1658.06,1406.4
PREM001281,POL001381,COV001281,2025-02-22,2026-02-22,new_business,1721.32,1358.56
PREM001282,POL001382,COV001282,2024-12-07,2025-12-07,cancellation,715.32,468.29
PREM001283,POL001383,COV001283,2026-05-02,2027-05-02,new_business,1891.0,1218.13
PREM001284,POL001384,COV001284,2024-12-20,2025-12-20,new_business,2466.69,2110.68
PREM001285,POL001385,COV001285,2026-01-25,2027-01-25,endorsement,1486.11,1189.29
PREM001286,POL001386,COV001286,2026-03-04,2027-03-04,endorsement,170.16,159.49
PREM001287,POL001387,COV001287,2025-07-01,2026-07-01,new_business,461.85,353.44
PREM001288,POL001388,COV001288,2026-02-25,2027-02-25,reinstatement,1963.6,1031.49
PREM001289,POL001389,COV001289,2025-12-06,2026-12-06,cancellation,1084.29,797.35
PREM001290,POL001390,COV001290,2023-11-19,2024-11-18,reinstatement,720.25,717.14
PREM001291,POL001391,COV001291,2023-11-17,2024-11-16,audit,1982.48,1012.83
PREM001292,POL001392,COV001292,2025-12-01,2026-12-01,endorsement,1621.5,1307.64
PREM001293,POL001393,COV001293,2023-09-28,2024-09-27,new_business,1022.1,939.74
PREM001294,POL001394,COV001294,2025-03-30,2026-03-30,endorsement,1301.74,751.38
PREM001295,POL001395,COV001295,2023-02-12,2024-02-12,new_business,1738.14,1630.84
PREM001296,POL001396,COV001296,2024-01-25,2025-01-24,audit,705.14,588.47
PREM001297,POL001397,COV001297,2024-07-04,2025-07-04,cancellation,2259.94,2220.29
PREM001298,POL001398,COV001298,2023-06-15,2024-06-14,audit,192.53,149.25
PREM001299,POL001399,COV001299,2024-02-06,2025-02-05,cancellation,168.76,113.11
PREM001300,POL001400,COV001300,2026-06-20,2027-06-20,new_business,346.57,208.22
PREM001301,POL001401,COV001301,2025-03-14,2026-03-14,reinstatement,2818.75,2810.5
PREM001302,POL001402,COV001302,2026-03-19,2027-03-19,audit,276.97,249.52
PREM001303,POL001403,COV001303,2023-02-21,2024-02-21,renewal,1741.59,1333.59
PREM001304,POL001404,COV001304,2023-01-11,2024-01-11,new_business,1236.1,778.22
PREM001305,POL001405,COV001305,2023-07-05,2024-07-04,renewal,1912.37,1097.12
PREM001306,POL001406,COV001306,2025-02-23,2026-02-23,renewal,2882.92,2360.08
PREM001307,POL001407,COV001307,2023-02-19,2024-02-19,endorsement,1594.02,1572.9
PREM001308,POL001408,COV001308,2025-10-02,2026-10-02,renewal,914.44,564.11
PREM001309,POL001409,COV001309,2024-05-31,2025-05-31,renewal,2970.47,2915.03
PREM001310,POL001410,COV001310,2023-05-06,2024-05-05,reinstatement,2187.14,1926.19
PREM001311,POL001411,COV001311,2026-06-20,2027-06-20,cancellation,365.3,219.58
PREM001312,POL001412,COV001312,2025-07-29,2026-07-29,reinstatement,367.96,339.49
PREM001313,POL001413,COV001313,2025-12-27,2026-12-27,endorsement,2733.35,1647.65
PREM001314,POL001414,COV001314,2024-12-07,2025-12-07,new_business,646.23,630.6
PREM001315,POL001415,COV001315,2026-01-09,2027-01-09,new_business,412.42,407.77
PREM001316,POL001416,COV001316,2024-04-06,2025-04-06,audit,845.1,646.97
PREM001317,POL001417,COV001317,2024-10-17,2025-10-17,reinstatement,1647.23,1224.1
PREM001318,POL001418,COV001318,2026-04-09,2027-04-09,cancellation,968.91,720.86
PREM001319,POL001419,COV001319,2026-01-10,2027-01-10,reinstatement,224.91,113.51
PREM001320,POL001420,COV001320,2026-01-06,2027-01-06,endorsement,370.79,225.53
PREM001321,POL001421,COV001321,2023-02-20,2024-02-20,renewal,2044.29,1880.91
PREM001322,POL001422,COV001322,2023-01-05,2024-01-05,renewal,1635.25,966.85
PREM001323,POL001423,COV001323,2024-06-20,2025-06-20,endorsement,372.83,189.28
PREM001324,POL001424,COV001324,2023-07-03,2024-07-02,endorsement,2319.91,1949.58
PREM001325,POL001425,COV001325,2025-08-22,2026-08-22,audit,1955.85,1074.16
PREM001326,POL001426,COV001326,2024-12-15,2025-12-15,endorsement,1258.27,839.93
PREM001327,POL001427,COV001327,2024-05-23,2025-05-23,reinstatement,1478.34,939.93
PREM001328,POL001428,COV001328,2024-06-12,2025-06-12,audit,882.03,874.58
PREM001329,POL001429,COV001329,2023-06-11,2024-06-10,endorsement,1463.37,983.74
PREM001330,POL001430,COV001330,2024-04-19,2025-04-19,audit,1610.24,1062.26
PREM001331,POL001431,COV001331,2023-09-17,2024-09-16,new_business,1463.86,1014.74
PREM001332,POL001432,COV001332,2023-01-02,2024-01-02,endorsement,944.85,708.42
PREM001333,POL001433,COV001333,2024-04-22,2025-04-22,new_business,743.24,657.45
PREM001334,POL001434,COV001334,2025-09-18,2026-09-18,endorsement,1743.34,1716.77
PREM001335,POL001435,COV001335,2023-01-14,2024-01-14,audit,785.31,672.75
PREM001336,POL001436,COV001336,2024-09-21,2025-09-21,new_business,640.35,588.05
PREM001337,POL001437,COV001337,2024-09-28,2025-09-28,audit,2725.26,2040.58
PREM001338,POL001438,COV001338,2024-12-03,2025-12-03,endorsement,676.89,671.12
PREM001339,POL001439,COV001339,2026-03-12,2027-03-12,cancellation,2798.9,2194.24
PREM001340,POL001440,COV001340,2025-02-04,2026-02-04,audit,299.8,169.05
PREM001341,POL001441,COV001341,2026-08-25,2027-08-25,audit,2717.84,2606.57
PREM001342,POL001442,COV001342,2023-02-04,2024-02-04,audit,161.16,110.46
PREM001343,POL001443,COV001343,2026-08-16,2027-08-16,cancellation,1351.87,1165.09
PREM001344,POL001444,COV001344,2025-02-17,2026-02-17,new_business,949.53,599.48
PREM001345,POL001445,COV001345,2025-09-25,2026-09-25,endorsement,1510.79,778.75
